claim_id,repair_category,estimated_cost,actual_cost,cost_date
CLM-002460,Roof,22945.2,,
CLM-002461,Structural,121736.76,,
CLM-002462,Roof,16415.24,,
CLM-002462,Contents,32193.27,,
CLM-002463,Roof,17072.15,,
CLM-002464,Contents,2608.78,,
CLM-002464,Roof,5030.76,,
CLM-002464,Structural,8918.18,,
CLM-002465,Exterior/Siding,6466.13,,
CLM-002466,Water Mitigation,16651.02,,
CLM-002467,Contents,86016.65,,
CLM-002468,Roof,22822.5,,
CLM-002469,Water Mitigation,10563.44,,
CLM-002469,Roof,24496.59,,
CLM-002470,Roof,22146.21,,
CLM-002471,Exterior/Siding,1199.68,,
CLM-002471,Structural,3144.21,,
CLM-002472,Roof,75939.78,,
CLM-002472,Structural,125932.89,,
CLM-002473,Structural,6227.59,,
CLM-002473,Contents,10103.1,,
CLM-002473,Exterior/Siding,21002.92,,
CLM-002474,Water Mitigation,3344.24,,
CLM-002474,Exterior/Siding,8104.68,,
CLM-002475,Roof,12733.88,,
CLM-002475,Exterior/Siding,28671.66,,
CLM-002475,Structural,58157.71,,
CLM-002476,Roof,37901.16,,
CLM-002477,Structural,6318.67,,
CLM-002477,Water Mitigation,11887.93,,
CLM-002478,Contents,88979.06,,
CLM-002479,Structural,32886.22,,
CLM-002480,Contents,140520.91,,
CLM-002481,Roof,18032.45,,
CLM-002481,Exterior/Siding,38528.28,,
CLM-002482,Water Mitigation,26672.57,,
CLM-002483,Structural,28338.4,,
CLM-002483,Contents,41102.67,,
CLM-002483,Water Mitigation,75170.2,,
CLM-002484,Roof,2305.1,,
CLM-002484,Exterior/Siding,5253.15,,
CLM-002485,Roof,18371.09,,
CLM-002486,Structural,19301.78,,
CLM-002487,Exterior/Siding,12336.56,,
CLM-002487,Structural,35481.97,,
CLM-002488,Roof,112299.29,,
CLM-002489,Structural,27262.39,,
CLM-002489,Contents,54617.91,,
CLM-002490,Structural,12135.12,,
CLM-002490,Roof,16905.53,,
CLM-002490,Contents,29973.36,,
CLM-002491,Structural,31293.79,,
CLM-002492,Water Mitigation,14366.27,,
CLM-002492,Contents,27538.18,,
CLM-002493,Structural,28673.22,,
CLM-002494,Water Mitigation,4711.75,,
CLM-002494,Exterior/Siding,14104.76,,
CLM-002495,Contents,245285.3,288791.67,2026-08-08
CLM-002496,Exterior/Siding,18137.13,,
CLM-002497,Structural,4272.98,,
CLM-002498,Contents,20784.55,,
CLM-002498,Structural,32711.41,,
CLM-002498,Exterior/Siding,87800.84,,
CLM-002499,Structural,13557.0,,
CLM-002499,Contents,22790.04,,
CLM-002499,Exterior/Siding,55335.94,,
CLM-002500,Exterior/Siding,8876.92,,
CLM-002501,Roof,76333.4,,
CLM-002501,Contents,166239.7,,
CLM-002502,Structural,51900.87,52763.11,2026-08-12
CLM-002503,Exterior/Siding,8280.12,,
CLM-002503,Structural,13542.24,,
CLM-002504,Structural,13775.21,,
CLM-002504,Exterior/Siding,21185.73,,
CLM-002505,Water Mitigation,38127.52,,
CLM-002505,Exterior/Siding,71074.71,,
CLM-002506,Structural,8754.67,,
CLM-002507,Structural,37232.22,,
CLM-002507,Exterior/Siding,92570.72,,
CLM-002508,Roof,37986.21,,
CLM-002508,Contents,84428.78,,
CLM-002509,Structural,14892.81,,
CLM-002509,Roof,35837.58,,
CLM-002509,Water Mitigation,63541.24,,
CLM-002510,Roof,50010.84,,
CLM-002511,Water Mitigation,114539.39,,
CLM-002511,Structural,193999.02,,
CLM-002511,Exterior/Siding,358418.66,,
CLM-002512,Structural,31516.58,,
CLM-002512,Roof,47783.73,,
CLM-002512,Exterior/Siding,98346.13,,
CLM-002513,Exterior/Siding,10051.55,,
CLM-002513,Structural,23568.89,,
CLM-002514,Water Mitigation,18468.38,,
CLM-002515,Roof,442004.79,,
CLM-002516,Exterior/Siding,113154.59,,
CLM-002517,Structural,17187.76,,
CLM-002517,Water Mitigation,42844.92,,
CLM-002517,Roof,82039.88,,
CLM-002518,Roof,46801.58,,
CLM-002519,Contents,155002.57,,
CLM-002519,Roof,199959.01,,
CLM-002520,Structural,48577.33,,
CLM-002520,Water Mitigation,87364.0,,
CLM-002521,Water Mitigation,48121.84,,
CLM-002521,Roof,79695.24,,
CLM-002522,Contents,460636.04,,
CLM-002523,Roof,20936.45,,
CLM-002523,Contents,33043.41,,
CLM-002523,Exterior/Siding,63122.21,,
CLM-002524,Exterior/Siding,21851.27,,
CLM-002525,Contents,58788.97,,
CLM-002526,Contents,148653.06,,
CLM-002526,Water Mitigation,335868.7,,
CLM-002527,Contents,15641.86,,
CLM-002527,Exterior/Siding,32468.68,,
CLM-002528,Roof,5917.72,,
CLM-002528,Exterior/Siding,8354.97,,
CLM-002528,Water Mitigation,11675.89,,
CLM-002529,Roof,18570.79,,
CLM-002529,Exterior/Siding,48601.61,,
CLM-002529,Water Mitigation,66939.11,,
CLM-002530,Exterior/Siding,79040.96,,
CLM-002530,Water Mitigation,191486.23,,
CLM-002531,Structural,10182.85,,
CLM-002531,Exterior/Siding,32293.06,,
CLM-002532,Exterior/Siding,72894.68,,
CLM-002533,Water Mitigation,131869.95,,
CLM-002534,Contents,590013.1,,
CLM-002534,Roof,1677609.91,,
CLM-002535,Exterior/Siding,13260.16,,
CLM-002536,Water Mitigation,14647.67,,
CLM-002536,Roof,36018.07,,
CLM-002537,Water Mitigation,7086.63,,
CLM-002537,Roof,16107.33,,
CLM-002538,Roof,13019.74,,
CLM-002538,Contents,29255.31,,
CLM-002539,Contents,256370.15,,
CLM-002540,Roof,59561.97,,
CLM-002541,Roof,34424.36,,
CLM-002542,Contents,24876.14,29221.22,2026-07-30
CLM-002543,Exterior/Siding,12641.07,,
CLM-002543,Water Mitigation,30108.02,,
CLM-002544,Exterior/Siding,68994.43,,
CLM-002545,Roof,9939.78,,
CLM-002546,Exterior/Siding,10141.67,,
CLM-002547,Water Mitigation,7689.85,7881.35,2026-07-31
CLM-002547,Roof,13408.43,11994.89,2026-07-31
CLM-002548,Water Mitigation,8089.75,,
CLM-002549,Contents,3410.8,,
CLM-002549,Structural,6842.73,,
CLM-002549,Exterior/Siding,15415.5,,
CLM-002550,Contents,12878.08,,
CLM-002551,Structural,2343.8,,
CLM-002552,Contents,10227.74,,
CLM-002552,Water Mitigation,9691.29,,
CLM-002552,Structural,25834.63,,
CLM-002553,Water Mitigation,156095.21,,
CLM-002554,Exterior/Siding,42577.7,,
CLM-002554,Structural,56231.04,,
CLM-002555,Exterior/Siding,37773.85,,
CLM-002556,Exterior/Siding,8654.75,,
CLM-002556,Structural,11904.28,,
CLM-002556,Contents,28275.07,,
CLM-002557,Roof,60176.25,,
CLM-002557,Water Mitigation,99069.29,,
CLM-002557,Exterior/Siding,194910.78,,
CLM-002558,Exterior/Siding,25171.53,,
CLM-002559,Roof,34773.58,,
CLM-002559,Structural,57924.59,,
CLM-002560,Exterior/Siding,14309.65,,
CLM-002560,Water Mitigation,28537.25,,
CLM-002561,Exterior/Siding,43782.65,,
CLM-002561,Roof,96916.71,,
CLM-002562,Contents,27275.39,,
CLM-002563,Roof,5140.83,,
CLM-002563,Contents,10396.58,,
CLM-002563,Structural,21306.91,,
CLM-002564,Roof,63407.71,,
CLM-002565,Contents,133894.32,,
CLM-002566,Water Mitigation,49378.85,,
CLM-002567,Roof,18889.97,,
CLM-002568,Contents,19620.77,,
CLM-002568,Roof,34402.08,,
CLM-002569,Exterior/Siding,39210.47,,
CLM-002570,Contents,10638.93,,
CLM-002571,Water Mitigation,76593.57,,
CLM-002571,Roof,119754.78,,
CLM-002571,Exterior/Siding,244459.44,,
CLM-002572,Water Mitigation,28782.21,,
CLM-002573,Roof,121240.4,,
CLM-002574,Water Mitigation,3366.73,,
CLM-002574,Structural,9076.71,,
CLM-002575,Contents,13029.63,,
CLM-002575,Exterior/Siding,23749.64,,
CLM-002575,Roof,35122.59,,
CLM-002576,Contents,45841.04,,
CLM-002577,Water Mitigation,6736.18,,
CLM-002578,Structural,84811.65,,
CLM-002579,Roof,29615.7,,
CLM-002580,Structural,75892.58,,
CLM-002580,Contents,180260.53,,
CLM-002581,Water Mitigation,52423.33,,
CLM-002581,Exterior/Siding,108906.4,,
CLM-002582,Roof,3134.05,,
CLM-002582,Structural,5117.45,,
CLM-002582,Water Mitigation,10382.92,,
CLM-002583,Contents,92111.03,,
CLM-002583,Roof,220924.93,,
CLM-002584,Exterior/Siding,214695.37,,
CLM-002585,Structural,63580.33,,
CLM-002586,Water Mitigation,36026.46,,
CLM-002587,Exterior/Siding,5628.44,,
CLM-002587,Roof,9058.1,,
CLM-002588,Water Mitigation,28303.42,,
CLM-002588,Roof,48641.51,,
CLM-002589,Exterior/Siding,19071.56,,
CLM-002589,Structural,31963.72,,
CLM-002590,Water Mitigation,7398.69,,
CLM-002591,Exterior/Siding,13450.13,,
CLM-002591,Water Mitigation,35391.94,,
CLM-002592,Water Mitigation,213789.81,,
CLM-002592,Roof,421463.69,,
CLM-002593,Water Mitigation,52569.32,,
CLM-002593,Exterior/Siding,140610.19,,
CLM-002594,Structural,23527.66,,
CLM-002594,Water Mitigation,43547.56,,
CLM-002595,Roof,1777.43,,
CLM-002595,Water Mitigation,3578.38,,
CLM-002596,Contents,14913.53,,
CLM-002596,Structural,46571.16,,
CLM-002597,Exterior/Siding,10682.23,,
CLM-002598,Exterior/Siding,12094.61,,
CLM-002598,Water Mitigation,27692.18,,
CLM-002599,Structural,926225.48,,
CLM-002600,Exterior/Siding,5287.01,,
CLM-002601,Roof,10349.36,,
CLM-002601,Exterior/Siding,30609.8,,
CLM-002602,Roof,27360.35,,
CLM-002602,Contents,56590.31,,
CLM-002602,Exterior/Siding,85521.44,,
CLM-002603,Roof,12078.95,,
CLM-002604,Structural,11991.79,,
CLM-002605,Water Mitigation,47169.55,,
CLM-002606,Water Mitigation,22275.15,,
CLM-002607,Water Mitigation,97057.55,,
CLM-002607,Contents,107320.92,,
CLM-002607,Roof,226057.43,,
CLM-002608,Exterior/Siding,13305.31,,
CLM-002608,Roof,26347.31,,
CLM-002608,Structural,42715.0,,
CLM-002609,Exterior/Siding,6572.51,,
CLM-002610,Exterior/Siding,50823.53,,
CLM-002610,Structural,160960.68,,
CLM-002611,Structural,45254.61,,
CLM-002612,Exterior/Siding,16969.15,,
CLM-002612,Water Mitigation,42376.48,,
CLM-002612,Structural,52647.21,,
CLM-002613,Exterior/Siding,2906.64,,
CLM-002613,Roof,6095.11,,
CLM-002613,Water Mitigation,9191.66,,
CLM-002614,Exterior/Siding,14368.91,,
CLM-002615,Structural,53644.77,,
CLM-002615,Roof,89790.39,,
CLM-002616,Water Mitigation,177116.56,,
CLM-002617,Contents,8850.87,,
CLM-002617,Exterior/Siding,23053.24,,
CLM-002617,Water Mitigation,37613.0,,
CLM-002618,Exterior/Siding,22599.37,,
CLM-002618,Roof,35350.17,,
CLM-002619,Exterior/Siding,19351.26,,
CLM-002620,Contents,58317.28,,
CLM-002621,Contents,13407.12,,
CLM-002621,Water Mitigation,46940.87,,
CLM-002622,Contents,56429.9,,
CLM-002623,Exterior/Siding,7408.27,,
CLM-002623,Structural,12433.24,,
CLM-002623,Contents,28775.14,,
CLM-002624,Roof,9762.41,,
CLM-002624,Structural,21137.48,,
CLM-002625,Contents,82145.61,,
CLM-002626,Exterior/Siding,29745.8,,
CLM-002627,Exterior/Siding,286650.45,,
CLM-002627,Contents,504457.37,,
CLM-002628,Structural,73201.28,,
CLM-002629,Contents,7764.57,,
CLM-002629,Structural,15437.97,,
CLM-002630,Structural,402542.48,,
CLM-002631,Contents,17235.94,,
CLM-002632,Water Mitigation,40615.21,,
CLM-002633,Exterior/Siding,10932.39,,
CLM-002634,Water Mitigation,88091.98,,
CLM-002634,Contents,140371.57,,
CLM-002634,Roof,282526.89,,
CLM-002635,Contents,23166.85,,
CLM-002636,Structural,17536.76,,
CLM-002637,Contents,36488.58,,
CLM-002638,Water Mitigation,38777.02,,
CLM-002639,Structural,3986.74,,
CLM-002639,Water Mitigation,6232.36,,
CLM-002639,Roof,12550.17,,
CLM-002640,Roof,24542.54,,
CLM-002640,Water Mitigation,24424.88,,
CLM-002640,Exterior/Siding,72908.03,,
CLM-002641,Structural,16510.02,,
CLM-002641,Water Mitigation,33965.33,,
CLM-002641,Exterior/Siding,85496.2,,
CLM-002642,Contents,15200.94,,
CLM-002642,Water Mitigation,20931.09,,
CLM-002643,Water Mitigation,23598.32,,
CLM-002644,Contents,35087.8,,
CLM-002645,Water Mitigation,27017.71,,
CLM-002645,Contents,44809.47,,
CLM-002645,Structural,91877.79,,
CLM-002646,Contents,147331.89,,
CLM-002647,Roof,6686.28,,
CLM-002647,Structural,7126.93,,
CLM-002647,Water Mitigation,22742.14,,
CLM-002648,Structural,114174.03,,
CLM-002649,Roof,48133.48,,
CLM-002650,Roof,45530.2,,
CLM-002650,Structural,117577.74,,
CLM-002651,Roof,21343.82,,
CLM-002651,Water Mitigation,34888.1,,
CLM-002652,Water Mitigation,4584.82,,
CLM-002652,Structural,9093.96,,
CLM-002652,Exterior/Siding,14322.55,,
CLM-002653,Water Mitigation,3447.71,,
CLM-002653,Exterior/Siding,7347.96,,
CLM-002654,Roof,240148.41,,
CLM-002655,Water Mitigation,31586.64,,
CLM-002656,Water Mitigation,135494.57,,
CLM-002657,Water Mitigation,20518.41,,
CLM-002657,Structural,31162.65,,
CLM-002658,Contents,11455.72,,
CLM-002658,Exterior/Siding,16540.13,,
CLM-002658,Water Mitigation,23513.39,,
CLM-002659,Structural,9018.28,,
CLM-002659,Water Mitigation,30570.85,,
CLM-002660,Structural,6737.37,,
CLM-002660,Roof,6679.93,,
CLM-002660,Water Mitigation,15461.9,,
CLM-002661,Exterior/Siding,21811.55,,
CLM-002662,Structural,29913.88,,
CLM-002662,Water Mitigation,53739.91,,
CLM-002663,Structural,7747.28,,
CLM-002663,Roof,18041.52,,
CLM-002664,Exterior/Siding,28612.2,,
CLM-002665,Water Mitigation,6215.95,,
CLM-002666,Water Mitigation,18814.11,,
CLM-002666,Exterior/Siding,45250.96,,
CLM-002666,Structural,71595.7,,
CLM-002667,Structural,28268.34,,
CLM-002668,Contents,17109.44,,
CLM-002668,Water Mitigation,30142.38,,
CLM-002669,Contents,15685.05,14120.78,2026-08-09
CLM-002669,Exterior/Siding,33253.92,33637.28,2026-08-09
CLM-002670,Roof,83629.69,,
CLM-002670,Water Mitigation,132976.56,,
CLM-002670,Contents,219093.79,,
CLM-002671,Contents,214858.8,,
CLM-002672,Water Mitigation,13688.52,,
CLM-002672,Exterior/Siding,22775.03,,
CLM-002672,Structural,58978.89,,
CLM-002673,Contents,30248.99,,
CLM-002673,Exterior/Siding,59018.93,,
CLM-002674,Roof,47589.58,,
CLM-002675,Exterior/Siding,100569.08,,
CLM-002676,Contents,93044.35,,
CLM-002677,Water Mitigation,10555.39,,
CLM-002677,Contents,18889.08,,
CLM-002678,Water Mitigation,22752.52,,
CLM-002678,Contents,29337.43,,
CLM-002678,Exterior/Siding,52416.58,,
CLM-002679,Structural,33541.02,,
CLM-002679,Water Mitigation,89072.27,,
CLM-002680,Structural,45219.24,,
CLM-002680,Exterior/Siding,133270.01,,
CLM-002681,Structural,221908.38,,
CLM-002681,Roof,504412.13,,
CLM-002682,Exterior/Siding,13060.22,,
CLM-002682,Water Mitigation,31397.58,,
CLM-002683,Exterior/Siding,94518.7,,
CLM-002683,Roof,175936.5,,
CLM-002684,Structural,15428.41,,
CLM-002684,Water Mitigation,23880.32,,
CLM-002685,Roof,59965.11,,
CLM-002685,Contents,135964.11,,
CLM-002686,Structural,4047.2,,
CLM-002686,Water Mitigation,10561.27,,
CLM-002687,Contents,18394.84,,
CLM-002688,Water Mitigation,21412.86,,
CLM-002689,Exterior/Siding,10080.84,11875.6,2026-08-10
CLM-002689,Water Mitigation,19780.39,23026.73,2026-08-10
CLM-002690,Exterior/Siding,22703.64,,
CLM-002691,Structural,74273.59,,
CLM-002692,Roof,11898.24,,
CLM-002692,Water Mitigation,21358.98,,
CLM-002693,Contents,13823.26,,
CLM-002693,Water Mitigation,35849.96,,
CLM-002694,Water Mitigation,10410.53,,
CLM-002694,Exterior/Siding,15509.52,,
CLM-002694,Contents,40455.56,,
CLM-002695,Exterior/Siding,19617.28,,
CLM-002696,Exterior/Siding,126147.92,,
CLM-002697,Structural,5933.64,,
CLM-002697,Roof,12054.29,,
CLM-002697,Exterior/Siding,30273.54,,
CLM-002698,Structural,13497.43,,
CLM-002699,Exterior/Siding,7674.09,,
CLM-002699,Structural,17439.6,,
CLM-002700,Water Mitigation,796505.14,,
CLM-002701,Water Mitigation,127352.32,,
CLM-002702,Roof,3925.71,,
CLM-002702,Structural,4964.52,,
CLM-002702,Contents,8281.5,,
CLM-002703,Roof,8769.4,,
CLM-002703,Structural,14221.15,,
CLM-002704,Water Mitigation,30918.03,,
CLM-002704,Structural,61633.38,,
CLM-002705,Exterior/Siding,25743.97,,
CLM-002705,Contents,62806.35,,
CLM-002706,Contents,9490.28,,
CLM-002707,Roof,8385.51,,
CLM-002707,Water Mitigation,13827.38,,
CLM-002708,Contents,48689.81,,
CLM-002709,Contents,6021.11,,
CLM-002710,Structural,30053.48,,
CLM-002710,Contents,86200.15,,
CLM-002711,Exterior/Siding,49075.42,,
CLM-002712,Contents,102697.53,,
CLM-002713,Roof,2477.61,,
CLM-002713,Structural,4234.23,,
CLM-002713,Exterior/Siding,7212.01,,
CLM-002714,Water Mitigation,3703.7,,
CLM-002714,Contents,7650.96,,
CLM-002715,Water Mitigation,36244.38,,
CLM-002716,Water Mitigation,11197.64,,
CLM-002716,Roof,22940.42,,
CLM-002717,Exterior/Siding,115558.97,,
CLM-002718,Roof,16927.93,,
CLM-002719,Structural,215480.96,,
CLM-002720,Structural,36756.09,,
CLM-002721,Structural,3582.52,,
CLM-002721,Exterior/Siding,5827.24,,
CLM-002722,Water Mitigation,119242.27,,
CLM-002723,Structural,218381.59,,
CLM-002723,Roof,319074.87,,
CLM-002724,Roof,6271.79,,
CLM-002725,Exterior/Siding,40934.73,,
CLM-002726,Exterior/Siding,106303.09,,
CLM-002726,Structural,124477.74,,
CLM-002726,Contents,354109.14,,
CLM-002727,Water Mitigation,26829.21,,
CLM-002728,Water Mitigation,6827.04,,
CLM-002728,Roof,16117.17,,
CLM-002729,Contents,8436.11,,
CLM-002729,Exterior/Siding,21526.47,,
CLM-002729,Roof,36627.38,,
CLM-002730,Water Mitigation,128001.77,,
CLM-002730,Exterior/Siding,239538.29,,
CLM-002731,Exterior/Siding,15446.5,,
CLM-002732,Contents,41501.21,,
CLM-002733,Contents,15113.57,,
CLM-002733,Exterior/Siding,45229.94,,
CLM-002734,Contents,13376.59,,
CLM-002735,Exterior/Siding,17035.4,,
CLM-002735,Roof,26940.3,,
CLM-002736,Water Mitigation,8322.19,,
CLM-002736,Exterior/Siding,13688.99,,
CLM-002737,Water Mitigation,58968.36,,
CLM-002737,Contents,147809.67,,
CLM-002738,Contents,19961.52,,
CLM-002739,Water Mitigation,106287.85,,
CLM-002739,Exterior/Siding,169954.59,,
CLM-002740,Structural,24804.14,,
CLM-002740,Exterior/Siding,40467.3,,
CLM-002741,Exterior/Siding,43555.39,43741.85,2026-08-09
CLM-002741,Water Mitigation,140101.76,148476.18,2026-08-09
CLM-002742,Exterior/Siding,116292.79,,
CLM-002743,Exterior/Siding,9511.93,,
CLM-002743,Water Mitigation,13623.6,,
CLM-002743,Roof,34216.17,,
CLM-002744,Contents,2822.26,,
CLM-002745,Structural,8552.58,,
CLM-002745,Water Mitigation,8444.04,,
CLM-002745,Exterior/Siding,20411.73,,
CLM-002746,Exterior/Siding,18829.29,,
CLM-002746,Water Mitigation,36493.94,,
CLM-002747,Roof,49432.54,,
CLM-002747,Structural,129224.31,,
CLM-002748,Exterior/Siding,62431.24,,
CLM-002749,Structural,11571.69,,
CLM-002749,Roof,28104.52,,
CLM-002749,Contents,48269.15,,
CLM-002750,Roof,14353.86,,
CLM-002750,Structural,33973.59,,
CLM-002751,Exterior/Siding,26362.74,,
CLM-002752,Structural,22969.38,,
CLM-002753,Water Mitigation,12369.6,,
CLM-002753,Roof,39784.61,,
CLM-002754,Exterior/Siding,246184.55,,
CLM-002754,Roof,418844.62,,
CLM-002755,Contents,37554.45,,
CLM-002756,Contents,68346.34,,
CLM-002756,Water Mitigation,77247.88,,
CLM-002757,Roof,12798.36,,
CLM-002757,Contents,17452.96,,
CLM-002758,Contents,38543.06,,
CLM-002759,Structural,715.56,,
CLM-002759,Roof,1428.53,,
CLM-002759,Water Mitigation,2081.88,,
CLM-002760,Roof,19368.31,,
CLM-002760,Water Mitigation,27997.69,,
CLM-002761,Water Mitigation,44631.18,,
CLM-002761,Contents,61779.86,,
CLM-002762,Exterior/Siding,7768.11,,
CLM-002762,Contents,15932.09,,
CLM-002762,Roof,23650.92,,
CLM-002763,Structural,14119.85,,
CLM-002763,Roof,25051.19,,
CLM-002764,Roof,18313.16,,
CLM-002764,Structural,33853.85,,
CLM-002764,Exterior/Siding,48712.8,,
CLM-002765,Structural,3136.31,,
CLM-002765,Exterior/Siding,5169.18,,
CLM-002765,Roof,7749.71,,
CLM-002766,Exterior/Siding,4793.67,,
CLM-002766,Contents,9877.87,,
CLM-002767,Water Mitigation,25183.43,,
CLM-002767,Exterior/Siding,55719.33,,
CLM-002768,Contents,34717.29,,
CLM-002769,Roof,17663.44,,
CLM-002770,Structural,475896.72,,
CLM-002771,Exterior/Siding,122958.95,,
CLM-002771,Water Mitigation,312594.83,,
CLM-002771,Structural,531347.33,,
CLM-002772,Contents,27679.51,,
CLM-002772,Roof,66772.17,,
CLM-002773,Roof,10539.31,,
CLM-002773,Exterior/Siding,19881.51,,
CLM-002773,Water Mitigation,25942.55,,
CLM-002774,Exterior/Siding,12113.06,,
CLM-002774,Structural,40492.38,,
CLM-002775,Exterior/Siding,7981.73,,
CLM-002775,Roof,20671.94,,
CLM-002776,Structural,12683.76,,
CLM-002777,Roof,57996.61,,
CLM-002777,Contents,127171.87,,
CLM-002778,Contents,8428.29,,
CLM-002779,Exterior/Siding,187682.73,,
CLM-002780,Structural,100746.83,,
CLM-002780,Water Mitigation,154089.56,,
CLM-002780,Contents,305527.24,,
CLM-002781,Water Mitigation,50478.83,,
CLM-002781,Roof,68535.09,,
CLM-002782,Water Mitigation,40004.75,,
CLM-002782,Structural,44420.94,,
CLM-002782,Roof,103685.75,,
CLM-002783,Structural,13091.46,,
CLM-002783,Contents,32318.33,,
CLM-002784,Water Mitigation,10785.07,,
CLM-002785,Roof,60087.2,66674.55,2026-07-31
CLM-002786,Structural,33816.33,30326.31,2026-08-08
CLM-002787,Exterior/Siding,9483.19,,
CLM-002788,Contents,43517.46,,
CLM-002788,Roof,64485.7,,
CLM-002788,Structural,125430.82,,
CLM-002789,Contents,43621.77,,
CLM-002790,Water Mitigation,40892.4,,
CLM-002791,Water Mitigation,20656.45,,
CLM-002791,Roof,34356.68,,
CLM-002791,Contents,96656.86,,
CLM-002792,Contents,4498.72,,
CLM-002792,Roof,5671.57,,
CLM-002792,Water Mitigation,7859.31,,
CLM-002793,Roof,10152.35,,
CLM-002794,Water Mitigation,48043.49,,
CLM-002795,Contents,79898.31,,
CLM-002796,Contents,4521.56,,
CLM-002796,Water Mitigation,8554.02,,
CLM-002797,Exterior/Siding,26947.22,,
CLM-002798,Water Mitigation,11158.07,,
CLM-002799,Exterior/Siding,2986.39,,
CLM-002800,Exterior/Siding,7630.05,6857.45,2026-07-26
CLM-002800,Contents,12351.77,13335.48,2026-07-26
CLM-002801,Contents,10134.07,,
CLM-002801,Water Mitigation,17936.21,,
CLM-002801,Roof,24957.92,,
CLM-002802,Exterior/Siding,35253.56,,
CLM-002802,Structural,94143.53,,
CLM-002803,Roof,5859.0,,
CLM-002803,Structural,16571.95,,
CLM-002804,Water Mitigation,37342.1,,
CLM-002805,Structural,202926.06,,
CLM-002806,Exterior/Siding,39297.28,,
CLM-002807,Roof,24559.8,,
CLM-002808,Exterior/Siding,13567.22,,
CLM-002809,Water Mitigation,7650.21,,
CLM-002810,Roof,86542.91,,
CLM-002810,Exterior/Siding,138567.56,,
CLM-002811,Exterior/Siding,51216.26,,
CLM-002812,Exterior/Siding,6861.65,,
CLM-002812,Roof,8806.06,,
CLM-002813,Water Mitigation,44448.61,,
CLM-002813,Roof,62931.44,,
CLM-002814,Water Mitigation,26770.23,,
CLM-002814,Exterior/Siding,43980.9,,
CLM-002815,Contents,24269.51,,
CLM-002816,Exterior/Siding,74784.48,,
CLM-002817,Exterior/Siding,9967.7,,
CLM-002817,Roof,16166.85,,
CLM-002818,Water Mitigation,12616.63,,
CLM-002819,Contents,3035.17,3212.59,2026-07-31
CLM-002819,Water Mitigation,4001.42,3938.11,2026-07-31
CLM-002819,Exterior/Siding,11110.31,10424.96,2026-07-31
CLM-002820,Structural,97122.55,,
CLM-002820,Water Mitigation,210753.85,,
CLM-002821,Contents,3899.72,,
CLM-002822,Contents,44965.48,,
CLM-002823,Roof,19869.56,,
CLM-002823,Water Mitigation,31524.48,,
CLM-002823,Exterior/Siding,61715.84,,
CLM-002824,Roof,40534.48,,
CLM-002824,Exterior/Siding,113270.3,,
CLM-002825,Contents,42200.7,,
CLM-002826,Roof,85409.62,,
CLM-002826,Structural,254034.46,,
CLM-002827,Roof,10765.22,,
CLM-002827,Water Mitigation,16459.35,,
CLM-002828,Roof,16884.33,,
CLM-002828,Structural,39448.5,,
CLM-002829,Contents,14648.85,,
CLM-002830,Water Mitigation,5837.82,,
CLM-002830,Exterior/Siding,10786.87,,
CLM-002831,Roof,8084.15,,
CLM-002832,Water Mitigation,10169.61,,
CLM-002833,Structural,13224.05,,
CLM-002834,Water Mitigation,30760.41,,
CLM-002834,Exterior/Siding,85958.34,,
CLM-002835,Water Mitigation,180072.07,,
CLM-002836,Contents,29726.09,,
CLM-002836,Water Mitigation,58354.29,,
CLM-002837,Structural,127606.54,,
CLM-002838,Exterior/Siding,6386.17,,
CLM-002838,Water Mitigation,10607.12,,
CLM-002838,Contents,19073.06,,
CLM-002839,Roof,26185.95,,
CLM-002840,Water Mitigation,3497.57,,
CLM-002840,Contents,11422.08,,
CLM-002841,Contents,34286.16,,
CLM-002842,Structural,86359.0,,
CLM-002843,Water Mitigation,8277.62,,
CLM-002843,Roof,21199.25,,
CLM-002844,Water Mitigation,6703.81,,
CLM-002844,Exterior/Siding,11210.77,,
CLM-002845,Contents,44272.98,,
CLM-002845,Roof,40403.79,,
CLM-002845,Water Mitigation,117618.59,,
CLM-002846,Exterior/Siding,36792.92,,
CLM-002846,Roof,40481.26,,
CLM-002846,Structural,110072.45,,
CLM-002847,Exterior/Siding,38116.85,,
CLM-002848,Contents,43555.44,,
CLM-002849,Roof,79705.63,,
CLM-002850,Exterior/Siding,10937.09,,
CLM-002850,Water Mitigation,20056.05,,
CLM-002851,Structural,50319.42,,
CLM-002852,Contents,4485.47,,
CLM-002852,Exterior/Siding,7962.77,,
CLM-002852,Roof,22434.89,,
CLM-002853,Water Mitigation,90714.45,,
CLM-002854,Contents,48039.6,,
CLM-002855,Exterior/Siding,35131.07,,
CLM-002855,Water Mitigation,53729.32,,
CLM-002856,Exterior/Siding,62491.59,,
CLM-002856,Water Mitigation,133095.96,,
CLM-002857,Roof,5145.34,,
CLM-002857,Exterior/Siding,11260.25,,
CLM-002858,Exterior/Siding,53959.61,,
CLM-002859,Exterior/Siding,13373.96,,
CLM-002860,Contents,443056.38,,
CLM-002861,Roof,25812.86,,
CLM-002861,Exterior/Siding,57782.13,,
CLM-002862,Water Mitigation,19240.72,17793.03,2026-08-14
CLM-002862,Roof,59990.43,61823.2,2026-08-14
CLM-002863,Contents,245917.62,,
CLM-002864,Exterior/Siding,6356.66,,
